,User,Tweet,Location,Retweet Count,Date
141,KaustubhChande3,"@narendramodi Honerable prime minister Modi ji  
I have an idea which can definitely raise I hand for… https://t.co/tze4fagErb",,0,2020-06-12 08:37:20
142,IrfanKh95841851,"@AbdurRahman_IPS @NitishKumar @yadavtejashwi @asadowaisi @BhimArmyChief Well if helping hands come forward! 

In th… https://t.co/Vf5vwC3U0V",Jamshedpur Jharkhand India. ,0,2020-06-12 08:35:44
143,bsathya75,"RT @PriyaChetwani5: Finally Wait Is Over 🤩

India ka apna video app #Roposo aa gaya hai

Uninstall #MadeInChina #TikTok

Dont forget to del…",New Delhi,2,2020-06-12 08:35:17
144,InfoNavsariGoG,"RT @PIBAhmedabad: #AtmanirbharBharatAbhiyan 

Harshad bhai of Dhoraji says, in situation of corona pandemic central government has announce…","Gujarat, India",21,2020-06-12 08:31:43
145,bsathya75,"RT @AbhijitJagtap22: Say Namaste a better alternative to zoom... On Google play store... #AtmaNirbharBharat #AtmanirbharBharatAbhiyan
#Byco…",New Delhi,1,2020-06-12 08:29:28
146,AbhijitJagtap22,Say Namaste a better alternative to zoom... On Google play store... #AtmaNirbharBharat #AtmanirbharBharatAbhiyan… https://t.co/6g4lNdNAPw,,1,2020-06-12 07:51:07
147,AbhijitJagtap22,"#AtmaNirbharBharat #AtmanirbharBharatAbhiyan 

Roposo a most trending app... And in coming days with more support w… https://t.co/1NrcrqcIfo",,0,2020-06-12 07:46:49
148,RajeshMacha3,"RT @santhgogikar: Today's news paper clipping.

Participated in inaugral event of Atma Nirbhar Bharat Abhiyan for my constituency.

#AtmaNi…","Surat, Hyderabad ",7,2020-06-12 07:43:14
149,WeAreMgbTeam,"Have you read this update?
Benefits to STARTUPS / MSMES Amidst COVID-19

Click on the link given below to read the… https://t.co/9PF9Ey6Rrt",Mumbai | Delhi | Jaipur l Blr,0,2020-06-12 07:42:52
150,AbhijitJagtap22,"#AtmaNirbharBharat #Atmanirbhar
#AtmanirbharBharatAbhiyan 

Say Namaste: Indian video calling app to take on Zoom,… https://t.co/ieQIX79Y9w",,0,2020-06-12 07:42:27
151,AdityaM8122,RT @BPCLimited: Our Mumbai refinery underwent a transformation to produce 100% BS VI grade MS fuel. The Gasoline Hydro Treatment Unit (GTU)…,"Bhubaneshwar, India",12,2020-06-12 07:42:22
152,pksharma1976,RT @adayalk: @PMOIndia @narendramodi @NamoApp @drharshvardhan @DDNational @PrakashJavdekar @amitabhk87 @NITIAayog #AtmanirbharBharatAbhiyan…,Mumbai,2,2020-06-12 07:31:02
153,Ayurveda_Mantra,RT @adayalk: @PMOIndia @narendramodi @NamoApp @drharshvardhan @DDNational @PrakashJavdekar @amitabhk87 @NITIAayog #AtmanirbharBharatAbhiyan…,,2,2020-06-12 07:15:07
154,adayalk,@PMOIndia @narendramodi @NamoApp @drharshvardhan @DDNational @PrakashJavdekar @amitabhk87 @NITIAayog… https://t.co/F2KqLXdJxA,New Delhi,2,2020-06-12 07:15:01
155,sharma102020,"@ARUNKUMARDE7 Hello Sir, Employees of the company continuously requesting @TheOfficialSBI  to #savegujaratnre. Also… https://t.co/ch5X2WhW1s",,3,2020-06-12 07:12:29
156,kashmirprisim,Modi and sheikh chilli have similarity. Both are  day dreamers .#AtmanirbharBharatAbhiyan,   Srinagar Jammu And Kashmir,0,2020-06-12 07:11:59
157,cashtrove,"@rightseer @ranganaathan #Tasmac Chennai🤔😡
Open NOW😳
Else operate Special Buses to nearby #WineShop 
To &amp; Fro… https://t.co/KPGVQNgUeS",Paradise🏖️,0,2020-06-12 07:10:35
158,TheEDA_EY,Increased private sector participation encouraged under #AtmanirbharBharatAbhiyan #NewIndia @FinMinIndia @DIPPGOI https://t.co/c24vVoCz12,,0,2020-06-12 07:10:23
159,Infoclab_TechIT,We The INFOCLAB : Your Tech IT Partner is commited to support Government of India's ambitious projects in this toug… https://t.co/d65F8TZOwo,"New Delhi, India",0,2020-06-12 07:04:59
160,PriyaChetwani5,"RT @PriyaChetwani5: Finally Wait Is Over 🤩

India ka apna video app #Roposo aa gaya hai

Uninstall #MadeInChina #TikTok

Dont forget to del…",Chhattisgarh,1,2020-06-12 06:45:02
161,PriyaChetwani5,"Finally Wait Is Over 🤩

India ka apna video app #Roposo aa gaya hai

Uninstall #MadeInChina #TikTok

Dont forget to… https://t.co/UftsI82zfM",Chhattisgarh,2,2020-06-12 06:43:51
162,pruth154u,"India making its way to 1st Place. India gonna lead the world very soon with no. of Corona Cases. 

At first it was… https://t.co/GSVSGVAjGR","Hyderabad, India",0,2020-06-12 06:43:34
163,bharat_lohia,RT @lakhan_lohia: Atmanirbhar Bharat Abhiyan is a huge leap in the right direction. It will help India achieve domestic reliance and prospe…,"New Delhi, India",1,2020-06-12 06:42:45
164,kumarravica,"In the name of Patriot , Fan Following These bollywood fake celebrities, feminist, and activists makes us fool and… https://t.co/bGf7lxDAxy","Delhi,India",0,2020-06-12 06:41:49
165,BarringGeear,RT @BarringGeear: @globaltimesnews #ChinaVirus #ChinaLiedPeopleDied #CCP_is_terrorist #BoycottChineseProduct #AtmanirbharBharatAbhiyan when…,"Maharashtra, India",1,2020-06-12 06:39:44
166,BarringGeear,@globaltimesnews #ChinaVirus #ChinaLiedPeopleDied #CCP_is_terrorist #BoycottChineseProduct… https://t.co/ofEmQLLxgh,"Maharashtra, India",1,2020-06-12 06:39:37
167,Infonarmada,"RT @PIBAhmedabad: #AtmanirbharBharatAbhiyan 

Harshad bhai of Dhoraji says, in situation of corona pandemic central government has announce…",,21,2020-06-12 06:37:38
168,lakhan_lohia,Atmanirbhar Bharat Abhiyan is a huge leap in the right direction. It will help India achieve domestic reliance and… https://t.co/QUECggGx8j,"Ghitorni, New Delhi",1,2020-06-12 06:24:56
169,RuparelKetan,@CMOGuj @PMOIndia @GujAgro @nsitharamanoffc @DFSforMSMEs @ianuragthakur @PiyushGoyalOffc Please release subsidies r… https://t.co/7uf71EqFdj,"Mumbai, India",0,2020-06-12 05:22:05
170,Devishanker15,"RT @jaiprakashshah2: Where world economy is and will be in worst position if Indian economy grows in next fiscal year 9.5% 
It will be poss…","Bengaluru, India",40,2020-06-12 04:02:26
171,Narendr18374658,"RT @santhgogikar: Today's news paper clipping.

Participated in inaugral event of Atma Nirbhar Bharat Abhiyan for my constituency.

#AtmaNi…",,7,2020-06-12 03:56:16
172,DJSai70553089,"RT @santhgogikar: Today's news paper clipping.

Participated in inaugral event of Atma Nirbhar Bharat Abhiyan for my constituency.

#AtmaNi…",,7,2020-06-12 03:56:07
173,payalsona3360,"RT @santhgogikar: Today's news paper clipping.

Participated in inaugral event of Atma Nirbhar Bharat Abhiyan for my constituency.

#AtmaNi…","Hyderabad, India",7,2020-06-12 03:55:55
174,GogikarShyam,"RT @santhgogikar: Today's news paper clipping.

Participated in inaugral event of Atma Nirbhar Bharat Abhiyan for my constituency.

#AtmaNi…",,7,2020-06-12 03:55:23
175,ShyamBhagatJi1,"RT @santhgogikar: Today's news paper clipping.

Participated in inaugral event of Atma Nirbhar Bharat Abhiyan for my constituency.

#AtmaNi…",,7,2020-06-12 03:55:11
176,santhgogikar,"Today's news paper clipping.

Participated in inaugral event of Atma Nirbhar Bharat Abhiyan for my constituency.… https://t.co/eyuwG9lnFc","Hyderabad, India",7,2020-06-12 03:45:32
177,Devishanker15,"RT @jaiprakashshah2: @makeinIndia For the For the world 
PM @narendramodi Ji 
#AtmaNirbharBharatAbhiyan https://t.co/yX1TaQvsAT","Bengaluru, India",26,2020-06-12 03:43:10
178,mumbaimatterz,"#AtmanirbharBharatAbhiyan

#COVID19 diagnostic test makers want export ban lifted as demand for kits from Indian st… https://t.co/cveskImpGX", 📌All over Mumbai,0,2020-06-12 03:39:07
179,Nilamkk1,"RT @indiatvnews: Swami Ramdev @yogrishiramdev supports PM Modi's ""vocal for local"" call. Hear him out. #AtmaNirbharBharatAbhiyan https://t.…",,71,2020-06-12 03:34:56
180,SumanManna_,"@girirajsinghbjp #AtmanirbharBharatAbhiyan under our PM Shri @narendramodi ji's leadership,  a great movement for d… https://t.co/xzEzaR2n3O","West Bengal, India",0,2020-06-12 03:14:55
181,makeindiasales,"Be Indian Buy Indian
#AtmaNirbharBharat 
#AtmanirbharBharatAbhiyan https://t.co/t1l6IQ3tJm",India,0,2020-06-12 03:06:22
182,Raj_Zifo,RT @ziashiekh: @nsitharaman @nsitharamanoffc @nitin_gadkari @minmsme Wld like to bring to your attn that none of our existing lenders @HDFC…,,10,2020-06-12 02:59:14
183,reeteshd,RT @ziashiekh: @nsitharaman @nsitharamanoffc @nitin_gadkari @minmsme Wld like to bring to your attn that none of our existing lenders @HDFC…,,10,2020-06-12 02:55:56
184,raghuvasu,RT @ziashiekh: @nsitharaman @nsitharamanoffc @nitin_gadkari @minmsme Wld like to bring to your attn that none of our existing lenders @HDFC…,"Hyderabad, India",10,2020-06-12 02:55:13
185,harjivsingh,RT @ziashiekh: @nsitharaman @nsitharamanoffc @nitin_gadkari @minmsme Wld like to bring to your attn that none of our existing lenders @HDFC…,New York & New Delhi,10,2020-06-12 02:51:41
186,PeriyarPeranDaa,"RT @Aslam_khader: Yesterday BJP bought 2 Congress MLAs in Gujarat for Rajya Sabha election.

Today 3 BJP MLAs tested COVID positive so they…",Delhi,5,2020-06-12 02:49:22
187,aakashverma04,RT @Payal_Rohatgi: Ram Ram ji 🙏 Support this cause Indians 🙏 #AtmanirbharBharatAbhiyan #AtmaNirbharBharat #payalrohatgi https://t.co/jev6Si…,"Lucknow, India",568,2020-06-12 02:03:39
188,d_rajanikant,RT @rahulkirkire: #AtmanirbharBharatAbhiyan would require #industries to deliver #Quality products at least cost in quick time. Adopt #lean…,,31,2020-06-12 01:59:42
189,ItsChandanC,RT @rahulkirkire: #AtmanirbharBharatAbhiyan would require #industries to deliver #Quality products at least cost in quick time. Adopt #lean…,"Gandhinagar, India",31,2020-06-12 01:46:13
190,IAMNitinMunot,"Goooooood Mooooorning,
#AtmanirbharBharatAbhiyan 
#MakeInIndia #investinindia https://t.co/elUueEhw55",,0,2020-06-12 01:45:33
191,balawant,"Stop reacting, start progressing.   Sane message by Major Manik Jolly in his written article on the recent Indo-Chi… https://t.co/bcBHkPnaZ8",India,0,2020-06-12 01:15:07
192,Mynation_MP,"RT @Mynation_MP: Difference:

Women(Healthy &amp; fit): He &amp; his family did domestic violence, abused me.

Police: Arrest all, no bail.

Men(70…","Madhya Pradesh, India",86,2020-06-12 00:33:51
193,narendramodi2O,"RT @TheRebeliousBoy: Does he mean, he is no more flying abroad and also cancelling the order of two VVIP Boeing planes, costing India more…",,2,2020-06-12 00:06:53
194,veeranna_kambli,"Dear friends plz do suggest for the betterment of our apps. 
@prashanthballa @djasif @puneetinamdar @nilapatro1… https://t.co/kqhHllYi5V","Bengaluru South, India",0,2020-06-12 00:04:40
195,time3027,RT @BPCLimited: Our Mumbai refinery underwent a transformation to produce 100% BS VI grade MS fuel. The Gasoline Hydro Treatment Unit (GTU)…,"Noida, India",12,2020-06-11 23:46:16
196,Khaleel_binrahi,"RT @She_Rabbani: Yes, PM Modi you did it!
#AtmanirbharBharatAbhiyan https://t.co/6eaOftuvAS","Ohio, USA",3,2020-06-11 23:28:52
197,HinduNatl,"RT @TheRebeliousBoy: Does he mean, he is no more flying abroad and also cancelling the order of two VVIP Boeing planes, costing India more…",India,2,2020-06-11 23:16:18
198,TheRebeliousBoy,"Does he mean, he is no more flying abroad and also cancelling the order of two VVIP Boeing planes, costing India mo… https://t.co/zHZrZeMjNY",,2,2020-06-11 23:13:56
199,AtaKufr,"RT @She_Rabbani: Yes, PM Modi you did it!
#AtmanirbharBharatAbhiyan https://t.co/6eaOftuvAS",Duniya (The World),3,2020-06-11 22:44:14
200,JusticeForAjay1,"RT @twittydoodle: Focus is so diverted onto #BoycottChineseProducts 

Start promoting #Desi instead

Efforts should be used in RIGHT PLACE…",,2,2020-06-11 21:49:43
201,janmajit07,"RT @twittydoodle: Focus is so diverted onto #BoycottChineseProducts 

Start promoting #Desi instead

Efforts should be used in RIGHT PLACE…",New Delhi,2,2020-06-11 21:47:16
202,twittydoodle,"Choose a #swadeshi Product you Use / Switched to and promote it based on a review 

#AtmanirbharBharatAbhiyan… https://t.co/YLUaShZLg1",भारत,0,2020-06-11 21:36:31
203,twittydoodle,"Focus is so diverted onto #BoycottChineseProducts 

Start promoting #Desi instead

Efforts should be used in RIGHT… https://t.co/2oFk546iGr",भारत,2,2020-06-11 21:32:48
204,0P4QruhuWKRSrtc,"RT @iYogeshTilekar: On 30th May, the @narendramodi ji Govt 2.0 completes 1yr in office. @BJYMinMH team will dedicate this week to create aw…","Indian Orchard, PA",12,2020-06-11 21:24:26
205,ujwal_yerne,"@narendramodi Got it sir , you can carry on , Billions of people with you for this #AtmanirbharBharatAbhiyan . And… https://t.co/VrwrwPeo9t",Nagpur,0,2020-06-11 21:20:21
206,roufaminnews5,"J&amp;K #Govt forms #Taskforce on #Welfare of Poor under #AtmaNirbharBharatAbhiyan initiatives

https://t.co/2uzzyoxAgL… https://t.co/dqqBep4OKp",Jammu And Kashmir,0,2020-06-11 20:22:59
207,PriyaChetwani5,"Finally Wait Is Over 🤩

India ka apna video app #Roposo aa gaya hai

Uninstall #MadeInChina #TikTok

Dont forget to… https://t.co/ohYeiEBowT",Chhattisgarh,1,2020-06-11 19:38:25
208,MyNation_Delhi,"RT @Mynation_MP: Difference:

Women(Healthy &amp; fit): He &amp; his family did domestic violence, abused me.

Police: Arrest all, no bail.

Men(70…",New Delhi,86,2020-06-11 19:36:10
209,chetanitis,RT @nikhil151182: Need to ask @TCS @techmahindracsr @Infosys @Wipro shame on u guyz that we have to use apps like #Zoom #TikTok and other f…,"Boston, MA",1,2020-06-11 19:29:10
210,RathanRameshRR1,"Sri #ArvindBellad , BJP GS Sri #MaheshTenginakai &amp; other dignitaries were present . 

@gkkhasle 

#DigitalIndia… https://t.co/Dehd9OYung",Malleshwaram(B'luru)/Kundapura,0,2020-06-11 19:20:14
211,therealkosmos,@CurlingFreeKick Following #AtmanirbharBharatAbhiyan so no 🤐🤐🤐,Orange Zone ,0,2020-06-11 19:04:19
212,sujitkgupta,RT @ashish_dagwar: @globaltimesnews #ChineseWuhanVirus #CCPLiedPeopleDied as coordinator #BJP govt schemes #mudraloanSME in my city I will…,Delhi,3,2020-06-11 19:01:33
213,vkveekay1,"RT @IndianOilcl: ”There will be no change in our capital expenditure because of the pandemic.” - Mr. Sanjiv Singh, Chairman, IndianOil #Pro…","Madurai South, India",18,2020-06-11 18:45:58
214,Random_Citizen0,"#innovation at its best
#AtmanirbharBharatAbhiyan #AtmaNirbharBharat #Atmanirbhar https://t.co/DEKol69WSZ","Hyderabad, India",0,2020-06-11 18:29:48
215,gmfci_rajasthan,"RT @Secretary_DFPD: Summary of National Portability in UP for June month till now. 
It was started last month from 1 May in difficult situa…","Jaipur, India",1,2020-06-11 18:26:16
216,TorrentGoBack,RT @Kalpesh19599385: #AtmanirbharBharatAbhiyan #AtmaNirbharBharat #HelpBhiwandi #SaveBhiwandi #Textile By increase in #RatePerUnit of #Elec…,"Bhiwandi, India",1,2020-06-11 18:24:15
217,Avi610tomar,"Mr. PM @ImranKhanPTI , India is capable enough to tackle it's problems. You just need to make Pakistan self reliant… https://t.co/MLritewj06","New Delhi,India",0,2020-06-11 18:23:21
218,pratyay_likhok,"Prime Minister @narendramodi ji said that people-centric, people-driven and planet-friendly development has become… https://t.co/oLlHS9Ee55",Jorhat,0,2020-06-11 18:23:04
219,Raksh_India,"One of the way to slow the spread of Coronavirus, is social distancing.

Try me...
""Raksh - The Social Distancing D… https://t.co/SzfMiiesnK",,0,2020-06-11 18:19:29
220,InfoPatan,"RT @PIBAhmedabad: #AtmanirbharBharatAbhiyan 

Harshad bhai of Dhoraji says, in situation of corona pandemic central government has announce…","Gujarat, India",21,2020-06-11 17:52:12
221,kapilkoomar,"@narendramodi ji, While just giving speeches on #AtmanirbharBharatAbhiyan is not enough come on ground an look at t… https://t.co/sSfYX7O50s",Pune,0,2020-06-11 17:49:00
222,__raviteja,RT @archu243: #YogiAdityanath Govt to develop 800 km of Herbal Belt along highways in UP in compliance with PM @narendramodi’s #AtmaNirbhar…,,4,2020-06-11 17:45:16
223,Salma41367633,"RT @BPCLimited: To reduce the hazards faced by sanitation workers, it was our initiative to provide Brihanmumbai Municipal Corporation with…","Bandipore, Jammu And Kashmir",18,2020-06-11 17:44:02
224,dheerajsukhwal,"I hope one of u will watch the video and answer to y GOI is taking such decisions.
@narendramodi @PMOIndia… https://t.co/SjYpamTELG",,0,2020-06-11 17:30:43
225,mukundmalani,RT @ziashiekh: @nsitharaman @nsitharamanoffc @nitin_gadkari @minmsme Wld like to bring to your attn that none of our existing lenders @HDFC…,"Pune, India",10,2020-06-11 17:27:42
226,BarringGeear,RT @BarringGeear: @drapr007 Its vice versa #CCPVirus wanted #PLA to hold territory to bargain with #India but were facing huge attrition th…,"Maharashtra, India",11,2020-06-11 17:26:12
227,desai_pankit,RT @ziashiekh: @nsitharaman @nsitharamanoffc @nitin_gadkari @minmsme Wld like to bring to your attn that none of our existing lenders @HDFC…,,10,2020-06-11 17:24:17
228,abhimanyubh,RT @ziashiekh: @nsitharaman @nsitharamanoffc @nitin_gadkari @minmsme Wld like to bring to your attn that none of our existing lenders @HDFC…,Planet Earth,10,2020-06-11 17:22:24
229,megg_reddy,"@ziashiekh 

@nsitharaman @nsitharamanoffc @nitin_gadkari @minmsme Wld like to bring to your attn that none of our… https://t.co/yvIlZCXLKm",India,0,2020-06-11 17:15:05
230,hadicurtay,RT @ziashiekh: @nsitharaman @nsitharamanoffc @nitin_gadkari @minmsme Wld like to bring to your attn that none of our existing lenders @HDFC…,Mumbai,10,2020-06-11 17:13:08
231,Secretary_DFPD,"Summary of National Portability in UP for June month till now. 
It was started last month from 1 May in difficult s… https://t.co/PPLP1K4whe",,1,2020-06-11 16:48:33
232,sharmanaveen724,RT @Payal_Rohatgi: Ram Ram ji 🙏 Support this cause Indians 🙏 #AtmanirbharBharatAbhiyan #AtmaNirbharBharat #payalrohatgi https://t.co/jev6Si…,,568,2020-06-11 16:44:08
233,JaayJoshi,Thank you govt. For such beautiful work. When india strongly need lockdown that time we take… https://t.co/yVEVndCJYi,"Bhuj, India",0,2020-06-11 16:42:00
